case_id,major_A,major_Ch,major_Cb,K_star,T_star,F_star,G_star
9601,20.0,1.75,0.18,"[1, 1, 1, 1, 1]",0.018063,0.017951,3608.514942
9602,20.0,1.86,0.19,"[1, 1, 1, 1, 1]",0.027025,0.015964,2328.967126
9603,20.0,1.83,0.18,"[1, 1, 1, 1, 1]",0.011172,0.025681,5177.319135
9604,20.0,1.9,0.19,"[1, 1, 1, 2, 1]",0.017006,0.018267,4234.454671
9605,20.0,1.58,0.16,"[1, 1, 1, 1, 1]",0.030554,0.018029,2297.582901
9606,20.0,1.6,0.16,"[1, 1, 1, 1, 1]",0.014839,0.016457,4653.921024
9607,20.0,1.65,0.17,"[1, 1, 1, 1, 1]",0.109279,0.016994,608.897814
9608,20.0,1.82,0.18,"[1, 1, 1, 1, 1]",0.034554,0.015194,2313.497665
9609,20.0,1.57,0.16,"[1, 1, 1, 1, 1]",0.024878,0.019139,3113.546696
9610,20.0,1.95,0.2,"[1, 1, 1, 1, 1]",0.035502,0.017375,1948.085155
9611,20.0,1.46,0.15,"[1, 1, 1, 1, 1]",0.018865,0.024468,4054.076276
9612,20.0,1.56,0.16,"[1, 1, 1, 1, 1]",0.027336,0.017249,2805.079374
9613,20.0,1.01,0.1,"[1, 1, 1, 2, 1]",0.024295,0.017670,2972.276623
9614,20.0,1.63,0.16,"[1, 1, 1, 1, 1]",0.012779,0.016839,6169.359933
9615,20.0,1.29,0.13,"[1, 1, 1, 1, 1]",0.015860,0.021751,4954.598235
9616,20.0,1.33,0.13,"[1, 1, 1, 1, 1]",0.011886,0.020398,5865.732593
9617,20.0,2.32,0.23,"[1, 1, 1, 1, 1]",0.010244,0.016513,6364.914431
9618,20.0,2.58,0.26,"[1, 1, 1, 1, 1]",0.010720,0.019483,6634.231564
9619,20.0,2.09,0.21,"[1, 1, 1, 1, 1]",0.018413,0.013252,4041.788760
9620,20.0,1.07,0.11,"[1, 1, 1, 1, 1]",0.014179,0.016578,4664.639240
9621,20.0,1.68,0.17,"[1, 1, 1, 1, 1]",0.023969,0.016216,3411.015466
9622,20.0,1.65,0.17,"[1, 1, 1, 1, 1]",0.041884,0.014184,1707.077209
9623,20.0,1.67,0.17,"[1, 1, 1, 1, 1]",0.017963,0.022273,3601.802224
9624,20.0,1.57,0.16,"[1, 1, 1, 1, 1]",0.031819,0.015072,2588.376866
9625,20.0,1.69,0.17,"[1, 1, 1, 1, 1]",0.016735,0.027385,4321.505495
9626,20.0,1.47,0.15,"[1, 1, 1, 1, 1]",0.014254,0.022114,5221.055479
9627,20.0,2.15,0.21,"[1, 1, 1, 1, 1]",0.014078,0.020118,4678.307786
9628,20.0,1.69,0.17,"[1, 1, 1, 1, 1]",0.021559,0.016992,3633.796840
9629,20.0,2.24,0.22,"[1, 1, 1, 1, 1]",0.029781,0.016591,2230.290714
9630,20.0,2.04,0.2,"[1, 1, 1, 1, 1]",0.067424,0.018110,1056.895469
9631,20.0,2.1,0.21,"[1, 1, 1, 1, 1]",0.017787,0.027956,4359.355426
9632,20.0,2.08,0.21,"[1, 1, 1, 1, 1]",0.015700,0.016204,4778.425496
9633,20.0,1.53,0.15,"[1, 1, 1, 1, 1]",0.012582,0.018639,5911.481486
9634,20.0,2.05,0.2,"[1, 1, 1, 1, 1]",0.012142,0.018524,6004.112174
9635,20.0,2.16,0.22,"[1, 1, 1, 1, 2]",0.009286,0.015868,5505.342129
9636,20.0,1.78,0.18,"[1, 1, 1, 1, 1]",0.012358,0.017542,5162.567158
