case_id,major_A,major_Ch,major_Cb,K_star,T_star,F_star,G_star
32001,15.0,1.73,0.17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.008900,0.008284,13702.625646
32002,15.0,1.74,0.17,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.015390,0.005588,7349.114924
32003,15.0,1.18,0.12,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.012504,0.009068,9304.136620
32004,15.0,1.37,0.14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.012103,0.006555,9929.969743
32005,15.0,1.52,0.15,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0.023755,0.006856,4911.008866
32006,15.0,1.8,0.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0.012204,0.006804,11187.069661
32007,15.0,1.78,0.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.010725,0.007339,12903.868221
32008,15.0,1.78,0.18,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.026785,0.008136,4001.135401
32009,15.0,1.76,0.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.019249,0.007244,6102.049034
32010,15.0,1.59,0.16,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.016838,0.006426,6369.372361
32011,15.0,1.83,0.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.012911,0.007860,8823.242593
32012,15.0,1.6,0.16,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1]",0.019838,0.007420,4343.736201
32013,15.0,1.81,0.18,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.011961,0.007861,9280.771297
32014,15.0,1.53,0.15,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.013238,0.006350,8613.058078
32015,15.0,2.12,0.21,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.011263,0.006232,11862.367412
32016,15.0,1.35,0.14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.012452,0.005942,8697.318531
32017,15.0,1.43,0.14,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.011733,0.009768,9744.706713
32018,15.0,1.86,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.008732,0.006932,13995.184728
32019,15.0,1.71,0.17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.014925,0.007439,8249.355557
32020,15.0,1.93,0.19,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.017211,0.006032,6828.664737
32021,15.0,1.64,0.16,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.023121,0.006531,5637.704200
32022,15.0,1.88,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]",0.013645,0.007864,9518.760782
