case_id,major_A,major_Ch,major_Cb,K_star,T_star,F_star,G_star
28801,10.0,1.45,0.14,"[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0.013088,0.007994,8354.486914
28802,10.0,1.14,0.11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0.018986,0.006813,5884.455439
28803,10.0,1.84,0.18,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.023984,0.007296,4704.306095
28804,10.0,1.67,0.17,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]",0.009954,0.007707,9088.432708
28805,10.0,1.89,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009003,0.008400,10820.861829
28806,10.0,1.68,0.17,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.010892,0.006520,8949.612080
28807,10.0,1.5,0.15,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.014166,0.006276,8139.328418
28808,10.0,1.58,0.16,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.011518,0.008007,9251.940742
28809,10.0,0.99,0.1,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.089060,0.006552,1085.557294
28810,10.0,1.84,0.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.007691,0.007973,14179.577283
28811,10.0,1.96,0.2,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0.009762,0.009005,10529.505144
28812,10.0,1.43,0.14,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0.014216,0.009907,8285.131552
28813,10.0,1.88,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.039050,0.006689,2861.993963
28814,10.0,1.53,0.15,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.023745,0.005968,3919.479600
28815,10.0,1.27,0.13,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.015115,0.007252,7081.659858
28816,10.0,1.85,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.022779,0.006773,4904.584818
28817,10.0,1.74,0.17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",0.009133,0.005965,9654.772110
28818,10.0,2.0,0.2,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",0.014027,0.006971,6432.556115
28819,10.0,1.55,0.16,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.015551,0.007068,6014.971569
28820,10.0,1.67,0.17,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.025035,0.005931,4154.531264
28821,10.0,1.8,0.18,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009101,0.007261,12388.758524
28822,10.0,1.58,0.16,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.010736,0.007442,9116.675278
28823,10.0,1.44,0.14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.011901,0.007347,9186.144281
28824,10.0,1.62,0.16,"[1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.014304,0.007235,7016.077900
28825,10.0,1.59,0.16,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.014261,0.009048,6584.378819
28826,10.0,1.45,0.14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.014313,0.005927,7605.571766
28827,10.0,1.69,0.17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.052744,0.010937,2233.624340
