case_id,major_A,major_Ch,major_Cb,K_star,T_star,F_star,G_star
35201,20.0,1.6,0.16,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0.026391,0.008516,4530.271756
35202,20.0,1.49,0.15,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.206202,0.006649,584.039275
35203,20.0,1.51,0.15,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.012574,0.007594,10432.604683
35204,20.0,1.63,0.16,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009975,0.008248,11203.921257
35205,20.0,1.44,0.14,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.011568,0.008405,11415.531384
35206,20.0,1.44,0.14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.031999,0.009552,3581.352545
35207,20.0,1.76,0.18,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009241,0.010354,13168.071889
35208,20.0,1.89,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.253257,0.007192,531.160262
35209,20.0,1.7,0.17,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.011503,0.007369,12658.624226
35210,20.0,1.6,0.16,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.016715,0.008409,7911.337294
35211,20.0,1.6,0.16,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",0.014438,0.006929,7988.039080
35212,20.0,1.5,0.15,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.030261,0.006809,4547.096501
35213,20.0,1.95,0.2,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.015671,0.007788,9423.503687
35214,20.0,1.35,0.14,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0.014327,0.008372,8665.388146
