case_id,major_A,major_Ch,major_Cb,K_star,T_star,F_star,G_star,warning_negative_demand
22401,20.0,1.65,0.17,"[2, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0.011562,0.011966,8555.6489,None
22402,20.0,1.7,0.17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.023428,0.007684,4357.0966,None
22403,20.0,2.19,0.22,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009896,0.010916,9201.3577,None
22404,20.0,1.9,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009933,0.009742,8325.5733,None
22405,20.0,2.14,0.21,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.019591,0.010824,5066.5291,None
22406,20.0,1.86,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009733,0.010928,10496.6815,None
22407,20.0,1.77,0.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.015618,0.007937,6273.5314,None
22408,20.0,1.61,0.16,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.017380,0.007688,5664.0549,None
22409,20.0,1.25,0.12,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.019537,0.010011,4906.5133,None
22410,20.0,1.88,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.013180,0.010334,7368.4758,None
22411,20.0,1.52,0.15,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 1]",0.016735,0.014799,6049.0664,None
22412,20.0,1.45,0.14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.014013,0.012259,6251.2208,None
22413,20.0,2.02,0.2,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0.012626,0.011079,8228.9732,None
22414,20.0,1.64,0.16,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.020172,0.010015,4422.0562,None
22415,20.0,1.87,0.19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.010095,0.013307,9698.1482,None
22416,20.0,1.44,0.14,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0.017874,0.015204,5625.6234,None
22417,20.0,1.43,0.14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.015176,0.010557,6589.3311,None
22418,20.0,2.13,0.21,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.012611,0.008943,7173.8214,None
22419,20.0,1.95,0.2,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009625,0.009697,8055.7028,None
22420,20.0,1.64,0.16,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.012770,0.010225,7916.8072,None
22421,20.0,1.83,0.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.012912,0.009928,7273.6702,None
22422,20.0,1.83,0.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.021108,0.011611,4306.4376,None
22423,20.0,2.25,0.23,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.012182,0.015552,9678.5145,None
22424,20.0,1.69,0.17,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0.012341,0.010386,6458.9702,None
22425,20.0,1.71,0.17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.040561,0.012269,2327.8335,None
22426,20.0,2.11,0.21,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.020547,0.008571,4925.3583,None
