case_id,major_A,major_Ch,major_Cb,K_star,T_star,F_star,G_star,warning_negative_demand
11201,20.0,0.89,0.09,"[1, 1, 1, 1, 1]",0.027496,0.017364,5517.1641,None
11202,20.0,0.57,0.06,"[1, 1, 1, 1, 1]",0.036660,0.018957,5118.8727,None
11203,20.0,0.6,0.06,"[1, 1, 2, 1, 1]",0.030253,0.015047,4567.7664,None
11204,20.0,0.8,0.08,"[1, 1, 1, 1, 1]",0.034871,0.019617,4496.5261,None
11205,20.0,0.83,0.08,"[1, 1, 1, 1, 1]",0.029708,0.016911,5970.0527,None
11206,20.0,0.49,0.05,"[1, 1, 1, 1, 1]",0.063547,0.018453,2435.3487,None
11207,20.0,0.65,0.07,"[1, 1, 1, 1, 1]",0.062586,0.020482,2291.2460,None
11208,20.0,0.87,0.09,"[1, 1, 1, 1, 1]",0.034723,0.017781,5163.1335,None
11209,20.0,0.64,0.06,"[1, 1, 1, 1, 1]",0.035455,0.026347,4647.0749,None
11210,20.0,0.76,0.08,"[1, 1, 1, 1, 1]",0.030229,0.025327,5118.9970,None
11211,20.0,0.47,0.05,"[1, 1, 1, 1, 1]",0.040951,0.020369,3592.5923,None
11212,20.0,0.46,0.05,"[1, 1, 1, 1, 1]",0.048256,0.018248,3180.9693,None
11213,20.0,0.71,0.07,"[1, 1, 1, 1, 1]",0.025895,0.016891,5889.8551,None
11214,20.0,0.77,0.08,"[1, 1, 1, 1, 1]",0.030168,0.019370,4985.4776,None
11215,20.0,0.74,0.07,"[1, 1, 1, 1, 1]",0.040148,0.015249,3868.6651,None
11216,20.0,0.89,0.09,"[1, 1, 1, 1, 1]",0.022329,0.018481,7594.5298,None
11217,20.0,0.68,0.07,"[1, 1, 1, 1, 1]",0.062918,0.022729,2461.9417,None
11218,20.0,0.55,0.06,"[1, 1, 1, 1, 1]",0.052902,0.020103,3243.3476,None
11219,20.0,0.66,0.07,"[1, 1, 1, 1, 1]",0.090454,0.015996,1776.3807,None
11220,20.0,0.76,0.08,"[1, 1, 1, 1, 1]",0.049854,0.020063,3192.9038,None
11221,20.0,0.63,0.06,"[1, 1, 1, 1, 1]",0.029677,0.013156,4404.1222,None
11222,20.0,0.84,0.08,"[1, 1, 1, 1, 1]",0.034446,0.015276,3775.7629,None
11223,20.0,0.63,0.06,"[1, 1, 1, 1, 1]",0.052356,0.020127,2563.9679,None
11224,20.0,0.8,0.08,"[1, 1, 1, 1, 1]",0.030252,0.021573,5370.9098,None
11225,20.0,0.66,0.07,"[1, 1, 1, 1, 1]",0.078701,0.021443,2512.0473,None
11226,20.0,0.48,0.05,"[1, 1, 1, 1, 1]",0.166008,0.021018,1008.7440,None
11227,20.0,0.89,0.09,"[1, 1, 1, 1, 1]",0.047716,0.018188,2868.6250,None
11228,20.0,0.74,0.07,"[1, 1, 1, 1, 1]",0.025513,0.018162,6006.3005,None
11229,20.0,0.78,0.08,"[1, 1, 1, 1, 1]",0.044021,0.020935,3214.8088,None
11230,20.0,0.61,0.06,"[1, 1, 1, 1, 1]",0.042038,0.017439,3556.3323,None
11231,20.0,0.9,0.09,"[1, 1, 1, 1, 1]",0.028034,0.023590,6808.2571,None
11232,20.0,0.67,0.07,"[1, 1, 1, 1, 1]",0.132482,0.017903,804.4881,None
11233,20.0,0.62,0.06,"[1, 1, 1, 1, 1]",0.103484,0.015704,1581.8870,None
11234,20.0,0.65,0.07,"[1, 1, 1, 1, 1]",0.167689,0.019775,996.0076,None
11235,20.0,0.5,0.05,"[1, 1, 1, 1, 1]",0.038390,0.019804,3757.7436,None
11236,20.0,0.73,0.07,"[1, 1, 1, 1, 1]",0.038725,0.015398,4015.5154,None
11237,20.0,0.55,0.06,"[1, 1, 1, 1, 1]",0.108284,0.020615,1211.2569,None
11238,20.0,0.7,0.07,"[1, 1, 1, 1, 1]",0.129270,0.024390,1323.2800,None
11239,20.0,0.63,0.06,"[1, 1, 1, 1, 1]",0.048341,0.020660,3183.6331,None
11240,20.0,0.54,0.05,"[1, 1, 1, 1, 1]",0.376537,0.023393,455.3073,None
