case_id,major_A,major_Ch,major_Cb,K_star,T_star,F_star,G_star,warning_negative_demand
24001,20.0,0.77,0.08,"[1, 1, 1, 1, 2, 3, 1, 1, 1, 1]",0.065441,0.010378,3819.3251,None
24002,20.0,0.67,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.086316,0.009947,3140.8016,None
24003,20.0,0.78,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.029251,0.010446,8097.5728,None
24004,20.0,0.5,0.05,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.048990,0.007826,5294.5741,None
24005,20.0,0.8,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.053039,0.010217,5436.7837,None
24006,20.0,0.68,0.07,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0.043095,0.011415,6378.9998,None
24007,20.0,0.71,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.035526,0.011876,9476.3159,None
24008,20.0,0.75,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.090589,0.009407,2865.0359,None
24009,20.0,0.74,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.047084,0.009149,5560.7042,None
24010,20.0,0.57,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.036336,0.012812,7086.1737,None
24011,20.0,0.68,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.046946,0.009371,5887.1617,None
24012,20.0,0.67,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.033802,0.010819,8143.7887,None
24013,20.0,0.74,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",0.062308,0.008595,4277.9747,None
24014,20.0,0.73,0.07,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",0.044959,0.008037,5987.4573,None
24015,20.0,0.76,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.025754,0.010791,11271.4768,None
24016,20.0,0.91,0.09,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.026632,0.011559,8819.3652,None
24017,20.0,0.77,0.08,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0.065579,0.009196,4195.8374,None
24018,20.0,0.62,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.035885,0.007487,7601.5022,None
24019,20.0,0.77,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.029357,0.008351,9435.2564,None
24020,20.0,0.69,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.030398,0.009746,9595.9780,None
24021,20.0,0.68,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.031079,0.010726,8157.1687,None
24022,20.0,0.79,0.08,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.033187,0.009555,8018.7395,None
24023,20.0,0.5,0.05,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.041916,0.012742,6517.3915,None
24024,20.0,0.74,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.088490,0.009091,3172.3480,None
24025,20.0,0.72,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.030186,0.009316,8625.2156,None
24026,20.0,0.74,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.038238,0.009594,6024.9576,None
24027,20.0,0.54,0.05,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.032799,0.010191,6442.9393,None
24028,20.0,0.52,0.05,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.026702,0.012200,10855.6585,None
24029,20.0,0.68,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.102991,0.008539,2851.1348,None
24030,20.0,0.83,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.042199,0.011277,5967.9091,None
24031,20.0,0.74,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.042941,0.010646,6065.9838,None
24032,20.0,0.74,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.088882,0.008897,3431.7303,None
24033,20.0,0.6,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.032587,0.010013,8604.6041,None
24034,20.0,0.75,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.032375,0.009896,7673.8998,None
24035,20.0,0.61,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.049834,0.011105,5779.9778,None
24036,20.0,0.74,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.042093,0.009310,5930.7012,None
24037,20.0,0.76,0.08,"[1, 1, 1, 1, 1, 1, 2, 2, 1, 1]",0.043326,0.010168,5807.4294,None
24038,20.0,0.67,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.029557,0.009515,9059.8227,None
24039,20.0,0.65,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.027674,0.011662,9677.0375,None
24040,20.0,1.01,0.1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.024732,0.009757,10357.2381,None
24041,20.0,0.63,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.031517,0.009996,7665.1193,None
24042,20.0,0.6,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.044334,0.009547,6400.4669,None
24043,20.0,0.72,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.086098,0.010181,2894.6120,None
24044,20.0,0.6,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.031590,0.009897,8818.5839,None
24045,20.0,0.67,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.092925,0.008512,2893.9388,None
24046,20.0,0.64,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.053392,0.010468,4514.1285,None
24047,20.0,0.57,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.045680,0.008905,6029.3447,None
24048,20.0,0.74,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.052315,0.010936,4679.3531,None
24049,20.0,0.73,0.07,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.141015,0.010683,1766.9743,None
24050,20.0,0.76,0.08,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.032513,0.012158,8857.4492,None
24051,20.0,0.7,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.028359,0.010407,9742.0778,None
24052,20.0,0.67,0.07,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 2]",0.028521,0.014030,9677.7255,None
24053,20.0,0.79,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.033330,0.008814,7604.6187,None
24054,20.0,0.75,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.042619,0.013828,6074.2159,None
24055,20.0,0.66,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.060143,0.013351,3894.6946,None
24056,20.0,0.7,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.084499,0.009141,2870.5529,None
24057,20.0,0.6,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.039128,0.012752,6596.3472,None
24058,20.0,0.74,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.029635,0.009306,9230.9726,None
24059,20.0,0.6,0.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.039638,0.009472,6941.8652,None
24060,20.0,0.85,0.09,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.031737,0.011201,7405.2270,None
24061,20.0,0.77,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.041183,0.009560,6146.2431,None
24062,20.0,0.8,0.08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.389939,0.011533,641.1772,None
24063,20.0,0.72,0.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.054091,0.013492,5933.7472,None
24064,20.0,0.62,0.06,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",0.048482,0.017991,4928.0239,None
