case_id,major_A,major_Ch,major_Cb,K_star,T_star,F_star,G_star,warning_negative_demand
10770,20.0,11.74,58.7,"[1.0, 1.0, 2.0, 1.0, 2.0]",0.007046,0.771077,9791.9581,None
10771,20.0,18.2,91.0,"[2.0, 1.0, 1.0, 1.0, 1.0]",0.009369,0.768717,6702.0157,None
10772,20.0,26.86,134.3,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.004724,0.781382,16150.0261,None
10773,20.0,16.98,84.9,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.005212,0.747947,12086.3496,None
10774,20.0,18.08,90.4,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.008289,0.792854,8189.2088,None
10775,20.0,13.18,65.9,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.006492,0.778869,10083.1882,None
10776,20.0,15.38,76.9,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.015161,0.769046,4390.1810,None
10777,20.0,14.34,71.7,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.006643,0.788753,11085.2325,None
10778,20.0,23.66,118.3,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.004971,0.761517,12479.5489,None
10779,20.0,20.4,102.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.073862,0.772891,899.5115,None
10780,20.0,18.68,93.4,"[1.0, 1.0, 1.0, 1.0, 2.0]",0.006566,0.766001,9100.5576,None
10781,20.0,18.16,90.8,"[2.0, 1.0, 1.0, 1.0, 1.0]",0.009107,0.770787,7565.9097,None
10782,20.0,24.66,123.3,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.007646,0.772339,9040.0404,None
10783,20.0,17.14,85.7,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.011608,0.773649,5887.3429,None
10784,20.0,19.36,96.8,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.006887,0.779703,8653.4024,None
10785,20.0,13.42,67.1,"[3.0, 1.0, 1.0, 1.0, 1.0]",0.006748,0.783493,8632.4125,None
10786,20.0,21.84,109.2,"[2.0, 1.0, 1.0, 1.0, 1.0]",0.005205,0.791818,12071.8183,None
10787,20.0,10.92,54.6,"[2.0, 7.0, 1.0, 1.0, 1.0]",0.012777,0.785825,4629.8348,None
10788,20.0,19.62,98.1,"[1.0, 2.0, 1.0, 1.0, 1.0]",0.004870,0.793475,12936.0736,None
10789,20.0,17.64,88.2,"[1.0, 2.0, 2.0, 1.0, 1.0]",0.029563,0.771461,2119.2127,None
10790,20.0,18.84,94.2,"[1.0, 1.0, 2.0, 1.0, 2.0]",0.009779,0.778116,6032.1602,None
10791,20.0,11.96,59.8,"[3.0, 1.0, 1.0, 2.0, 1.0]",0.011673,0.746818,5171.8109,None
10792,20.0,11.62,58.1,"[2.0, 1.0, 1.0, 1.0, 4.0]",0.008210,0.766535,7661.7802,None
10793,20.0,15.44,77.2,"[1.0, 1.0, 1.0, 3.0, 1.0]",0.005709,0.795076,11133.3931,None
10794,20.0,16.18,80.9,"[4.0, 2.0, 1.0, 1.0, 1.0]",0.005752,0.774940,10142.8416,None
10795,20.0,21.16,105.8,"[1.0, 1.0, 1.0, 1.0, 4.0]",0.005805,0.758933,10794.5314,None
