case_id,major_A,major_Ch,major_Cb,K_star,T_star,F_star,G_star,warning_negative_demand
19201,15.0,1.34,0.13,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0]",0.012527,0.008512,6792.4564,None
19202,15.0,1.86,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.014522,0.011424,7209.6866,None
19203,15.0,1.31,0.13,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.046938,0.010022,1909.7669,None
19204,15.0,1.76,0.18,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.038812,0.008702,2227.6444,None
19205,15.0,1.92,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.010693,0.010565,8108.3637,None
19206,15.0,1.11,0.11,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.023779,0.007557,3152.4099,None
19207,15.0,1.62,0.16,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.027860,0.009592,3343.8257,None
19208,15.0,1.98,0.2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0]",0.010733,0.009193,7495.7126,None
19209,15.0,1.81,0.18,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0]",0.013198,0.010930,6462.9634,None
19210,15.0,1.47,0.15,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]",0.026748,0.009862,3858.9443,None
19211,15.0,1.91,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.012885,0.009388,6995.9140,None
19212,15.0,1.29,0.13,"[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.021885,0.010827,4702.3764,None
19213,15.0,1.76,0.18,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.030441,0.010953,2671.3674,None
19214,15.0,1.26,0.13,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]",0.036492,0.009551,2809.6906,None
19215,15.0,2.09,0.21,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.025723,0.010086,4355.5956,None
19216,15.0,1.11,0.11,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0]",0.025689,0.012108,2656.3466,None
19217,15.0,2.17,0.22,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.011860,0.011744,5504.3583,None
19218,15.0,1.72,0.17,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.011237,0.011533,7297.5021,None
19219,15.0,1.39,0.14,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.014557,0.011374,6468.3904,None
19220,15.0,1.71,0.17,"[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.016732,0.011674,5032.7780,None
19221,15.0,1.77,0.18,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.017090,0.009583,5239.4635,None
19222,15.0,1.65,0.17,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.051633,0.011473,1662.1278,None
19223,15.0,1.93,0.19,"[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]",0.012681,0.009974,5808.9175,None
19224,15.0,1.51,0.15,"[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.009797,0.009112,7817.8740,None
19225,15.0,1.86,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.013088,0.010918,6647.2957,None
19226,15.0,1.57,0.16,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]",0.082354,0.013022,830.5613,None
19227,15.0,1.8,0.18,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.010507,0.013146,8664.9006,None
19228,15.0,1.91,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.021163,0.010391,3577.9648,None
19229,15.0,1.5,0.15,"[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.012413,0.012745,6915.0781,None
19230,15.0,1.94,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.010490,0.011973,8005.5201,None
19231,15.0,2.0,0.2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.016308,0.010832,6484.0665,None
19232,15.0,1.38,0.14,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.016866,0.008343,5665.9010,None
19233,15.0,1.51,0.15,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.018736,0.012315,5115.1900,None
19234,15.0,2.32,0.23,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.010515,0.009207,8966.4644,None
19235,15.0,1.52,0.15,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.011745,0.010582,7976.3081,None
19236,15.0,1.98,0.2,"[1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.007837,0.009703,9330.9231,None
19237,15.0,1.99,0.2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.010627,0.011672,8449.8993,None
19238,15.0,1.68,0.17,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.025465,0.010691,3635.6391,None
19239,15.0,2.08,0.21,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.010394,0.015221,9815.6318,None
19240,15.0,2.02,0.2,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]",0.024359,0.012298,3889.3554,None
19241,15.0,1.95,0.2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.010514,0.009704,8120.5233,None
19242,15.0,1.61,0.16,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.020769,0.010043,3202.9267,None
19243,15.0,1.57,0.16,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.064479,0.008564,1397.0527,None
19244,15.0,1.37,0.14,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0]",0.011024,0.014163,8049.0294,None
19245,15.0,2.09,0.21,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.012752,0.010284,6627.8709,None
19246,15.0,1.59,0.16,"[1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.009928,0.010239,8132.4942,None
19247,15.0,1.77,0.18,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.009676,0.009862,8364.9415,None
19248,15.0,2.17,0.22,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.014053,0.009862,5497.7013,None
19249,15.0,1.61,0.16,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.068193,0.010748,1381.0781,None
19250,15.0,1.93,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.018125,0.010930,4742.7404,None
19251,15.0,1.59,0.16,"[1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.014233,0.012659,5947.9604,None
19252,15.0,2.0,0.2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.018254,0.009762,4259.8058,None
19253,15.0,1.87,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.017078,0.015142,4888.1552,None
19254,15.0,1.43,0.14,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.037490,0.011230,2439.0392,None
19255,15.0,2.18,0.22,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.013324,0.010354,7271.3606,None
19256,15.0,1.93,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.016340,0.009294,6393.0018,None
19257,15.0,1.49,0.15,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.014676,0.013492,6030.4196,None
19258,15.0,1.9,0.19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.035280,0.009409,2358.8564,None
19259,15.0,1.34,0.13,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.026998,0.010555,3211.3254,None
